datetime,unemployment,employment,coincident,leading_price,business_survey,ESI,industrial_production,capital_investment,CPI,monetary_base,broad_money,export_price,terms_of_trade,export_value,current_account,retail_sales,GDP,GDP_deflator,employment_rate,labor_force_participation_rate,credit_card_spending,housing_price,rental_price,land_price_change,CCSI,manufacturing_production,manufacturing_output,manufacturing_capacity_utilization,service_production,us_policy_rate,CPI_consumer_price,PPI,financial_institution_liquidity,broad_liquidity,deposit_rate,loan_rate,total_deposits,loans_outstanding,kospi_index,kosdaq_index,import_price,terms_of_income_trade,import_value,trade_balance,capital_account,financial_account,us_retail_sales,us_industrial_production,us_consumer_sentiment,us_GDP,us_CPI,household_credit,economic_growth_rate,summary,news_title,news_sentiment
08-Nov,3.0,"24,017",99.7,97.5,55.0,71.4,75.5,61.9,82.38,"54,254.50","1,426,165.10",142.96,106.2,"28,842","2,761.10",70.4,"372,695.70",83.4,60.1,62.0,"25,471,047",77.7,67.0,-1.44,73.0,68.9,68.4,100.5,78.4,1.0,83.72,93.37,"1,859,348.80","2,245,319.80",5.95,7.53,"676,021.50","920,259.60","1,076.07",307.48,128.16,50.31,"28,854",-12,-0.7,"2,378.60",-3.9,-1.3,55.3,-8.5,1.6,"723,521.50",-3.4,금융기관에 대한 여수신이율을 개정 하여 한국은행의 총액한도대출 금리를 인하하고 붙임 참조 부동산시장에서는 주택가격의 상승세는 제한되 고 있음,"한국여성 60% “나는 하층민이다” '경제난국'은 'MB공약' 지킬 기회? (VOD)한은 총재 ""중장기 물가안정 범위에서 경기침체 방어"" (월가시각)거짓 랠리, 짙어지는 R그림자 “너무 대기업과 출연연만 바라봤어요” 한 명문대 박사의 후회 다이아몬드 가격 5년만에 하락 중국 물가안정… 내수진작 탄력 (집값을 말하다)③권주안 박사 ""버블붕괴는 비약"" 日 3Q GDP 성장률 '-0.1%' 美도소매 물가 역대 최대하락, 디플레 시대-NYT 산청군 ‘물가안정 동참’ 거리 캠페인 살림살이 환란후 최악 대학생, 취업 준비시 기업의 요구사항에 맞춰라 류근찬 ""내년 물가 5% 이상 상승, 2차 파급 우려"" 多오른 물가 “목욕도 힘들어” 태국 관광산업 된서리…시위로 42억달러 손실 예상",1.375
08-Dec,3.3,"23,441",98.5,97.2,51.0,61.2,80.0,64.3,82.38,"59,300.70","1,436,298.30",136.62,110.51,"27,118","6,943.80",70.4,"372,695.70",83.4,58.6,60.6,"29,218,004",77.1,66.1,-2.725,68.0,62.5,61.1,89.6,83.7,0.125,83.27,91.8,"1,864,111.60","2,243,277.00",5.58,6.89,"675,204.70","917,110.10","1,124.47",332.05,120.86,50.05,"26,576",542,-5.9,"3,241.80",-2.1,-2.8,60.1,-8.5,1.6,"723,521.50",-3.4,하여 을 방지하는 데 주안점이 될 것임 금융시장에서는,"주택시장의 불황기에 눈여겨볼 만한 추천지역 대형마트 美쇠고기 원산지표시 위반 3분기 GNI, 외환위기 이후 최악 ""물가상승 고려하면 한국 영화관람료 싼 편""(종합) ""서울, 외국인 생활물가 급락.. 올해 90위"" 고졸 구직자 ""대학 안나왔다고 이력서 낼 곳이 없다"" ""배출권 총량할당, 우리경제에 부정적"" [기자수첩] 제 역할 못하는 부동산 대책/김성환기자 美 정치권, '車빅3' 회생쪽에 무게 필리핀 1960년 1인 소득, 한국의 3배였다. 中경제에서 희망을 찾는 이유 올 홈쇼핑 히트 테마는 ‘실용성’… 전기 매트,댕기머리 실업률에 영향을 미치는 항목들은? 中은행감독위 ""디플레이션 가능성 커졌다"" 지방예산 일찍풀고 공공일자리 7만개 만든다 [문답]금감원장 ""부동산 금융규제 완화 없다"" (Commodity Watch)그늘 못벗어난 세계 경제 “한국, 2007년 1인당 GDP 2만달러,OECD국 중 24위” 성장률이 낮아지면 일자리 어떻게 될까? 추락하는 실물경제…'살생부' 오를 건설·조선업체는? 경제성장이 출산에 미치는 영향 주어진 도표를 다각적·심층적으로 분석하라 올해 물가 4.7%↑..10년래 최고(종합) 물가상승률 10년만에 최고…지난해 평균 4.7%",1.2916666666666667
09-Jan,3.6,"23,051",97.8,97.0,52.0,68.0,71.0,48.8,82.45,"64,040.60","1,440,275.80",131.97,112.92,"21,133",175.8,67.8,"343,864.10",84.3,57.5,59.6,"25,482,518",76.7,65.5,-0.756,75.0,59.0,57.3,82.9,76.7,0.125,83.42,91.54,"1,868,843.30","2,271,330.30",4.16,5.91,"673,340.70","921,674.40","1,162.11",364.9,118.69,44.54,"24,899","-3,766",-7.2,-184.6,1.5,-2.5,61.2,-4.5,0.0,"720,375.40",0.3,하여 을 방지하는 데 주안점이 될 것임 금융시장에서는,"미국 실업률 7.2%, 12월에만 52만명 실직 ‘신라면’ 값으로 세계 물가 비교? 산은 “디플레이션 대비 정책 대응 필요” (역성장 비상)수출까지 무너졌다..`하강 가속도` 안양시외버스터미널 전면 재검토 촉구 [통계이야기] 3. 물가지수, 체감물가와 왜 다르나? 노무현 재경부 '한국판 서브프라임 모기지 사태' 기획했다 LG CNS, 현대重 PLM 시스템 구축",1.25
09-Feb,3.9,"22,930",97.6,97.4,52.0,70.6,70.6,54.3,83.05,"63,061.70","1,457,931.30",138.34,111.55,"25,397","5,013.00",67.8,"343,864.10",84.3,57.1,59.5,"24,893,745",76.5,65.3,-0.352,77.0,62.9,62.0,89.7,75.3,0.125,84.09,92.16,"1,879,102.70","2,299,070.40",3.23,5.57,"693,229.10","926,602.20","1,063.03",363.21,123.34,50.6,"22,598","2,799",2.7,"2,735.70",-0.4,-0.6,56.3,-4.5,0.0,"720,375.40",0.3,하여 을 방지하는 데 주안점이 될 것임 금융시장에서는,"유학.연수 지급 사상최대 증가 ‘미친 물가’ 짐바브웨 또 화폐개혁 남양，분유값 올리고 광고비 ‘펑펑’ '고용 쇼크' 1월 취업자 10.3만명 감소 일자리 -10만개..고용대란 현실화(종합2보) 민노총 부산본부, 성폭력 파문 특별결의 일본 경제 성장률 추이 일본 경제 전후 최악의 위기 필리핀, 한국戰 참전한 60년 혈맹 [전경련 교과서로 배웁시다]경제활동인구와 실업률",1.3
09-Mar,4.0,"23,295",97.7,97.9,58.0,73.4,78.0,62.3,83.64,"65,669.50","1,470,443.10",140.61,112.37,"27,891","5,786.00",67.8,"343,864.10",84.3,58.0,60.4,"28,194,916",76.4,65.4,-0.093,73.0,72.0,71.3,103.0,79.9,0.125,84.98,92.59,"1,889,071.50","2,309,234.30",2.97,5.5,"687,649.40","934,597.30","1,206.26",421.44,124.95,58.21,"23,921","3,970",-8.0,"2,826.70",-1.7,-1.6,57.3,-4.5,0.0,"720,375.40",0.3,통화정책방향 까지 한국은행 기준금리를 현 수준에서 유지하기로 하였음 붙임 부동산시장에서는 거래 부진 현상이 지속되고 있음,"필리핀 물가 결코 만만치 않다! 지자체 “지방채 찍고보자” 재정난 가중 40년전 '1원'으로는 무엇을 살 수 있었을까? 포드 채무조정, 액면가의 30% 수준만 주기로 '빅3' 마지막 자존심 포드도 무너지나 미 증시 ‘대공황 판박이’…내리막 끝 안보여 기로에 선 상조회사…10곳 중 8곳 자본잠식상태 중국 물가 6년 만에 하락세… 디플레 조짐 ‘과속 스캔들’ 왕석현 CF로 활동 넓혀 귀신 잡는 해병처럼 물가 잡는 공정위 영국 GDP대비 부채비율 한국 2배 서원대 학교 운영 방만 한국 국가위험도 ‘널뛰는 순위’의 진실 한국 물가상승률 ‘G7’의 7배 [그것은 이렇습니다] Q: '%(퍼센트)'와 '%포인트'는 어떻게 다른가? 경제정책방향 1분기 성장률에 달렸다 ""미분양 해소 위해 취.등록세 완화해야"" 재정차관 ""국내경기, 좋은 신호 보여"" [경제야 놀자] 실효환율이란 무엇인가 ''극비 귀국'' 이재오 ""서민 위해 일할 것"" 나랏빚 눈덩이..국민 1인당 753만원 한국일보 [등록금 빚더미 시대] ""모자란 돈 걷고 보자""… 물가상승률 3배 '등록금 폭탄' - 참여연대",1.0909090909090908
09-Apr,3.8,"23,710",97.8,99.0,69.0,91.1,78.5,59.4,83.86,"61,379.90","1,482,009.70",132.11,113.21,"30,327","3,139.20",72.3,"364,474.00",85.1,59.0,61.3,"26,727,151",76.4,65.5,0.066,94.0,73.2,73.0,105.8,80.2,0.125,85.5,92.7,"1,897,923.70","2,339,629.70",2.88,5.4,"694,775.10","940,529.80","1,369.36",500.98,115.25,62.7,"24,874","5,453",-1.6,846.9,0.5,-0.8,65.1,-0.7,-1.2,"736,347.10",1.4,통화정책방향 까지 한국은행 기준금리를 현 수준에서 유지하기로 하였음 붙임 통화정책은 당분간 완화기조를 유지해 나갈 것임 부동산시장에서는,"국민총소득 대비 수출입 100% 돌파 ""글로벌 경제위기, 대공황 때와는 다르다"" - 조선비즈 [그래픽 뉴스] OECD 각국 후진국 지원규모·GDP 대비 비율 순위 泰재무 ""올 1.4분기 GDP -5% 성장 전망"" 작년 공기업 순익 '꽝'..부채 28%↑(종합) 외국인 증시서 나흘째 순매수(종합) 이성태 총재 기자회견 모두발언 고용지표로 보니 美경제 이미 공황 中 광둥성 “10년내 한국GDP 따라잡겠다” [그래픽 뉴스] 에티오피아 강우량·경제성장률 추이 한국 경기회복 속도 OECD 최고 홍콩 3월 실업률 5.2%…38개월來 최고치 20代 남녀 고용역전 심화…여성이 1.4%P 더 높아 스페인에 몰아닥친 `D의 공포` 8. 카자흐스탄에서 산다는 것은… 1분기 성장률 -4.3%..환란후 최악(종합) 분양가 기준 3000만원 보장 올라도 내려도 부담이 없다 [경제야 놀자] 경기의 순환 아이슬란드, 2년전 소득 세계3위였는데··· 몰락 왜? 물가안정 및 에너지 절약 캠페인",1.3
09-May,3.8,"23,904",97.8,99.6,74.0,96.3,77.4,61.3,83.86,"60,082.50","1,491,542.70",126.16,115.39,"27,824","2,329.40",72.3,"364,474.00",85.1,59.4,61.8,"26,987,340",76.5,65.7,0.115,105.0,72.5,72.4,104.9,80.5,0.125,85.36,91.99,"1,913,084.50","2,366,749.90",2.84,5.42,"698,700.10","943,796.40","1,395.89",528.8,111.75,59.44,"23,407","4,417",-4.9,"2,593.20",0.9,-1.0,68.7,-0.7,-1.2,"736,347.10",1.4,통화정책방향 부동산시장에서는 가격이 반등하는 움직임을 나타내었음 는 가운데,"日 실업률 두달 연속 상승 [사설]공기업 돈잔치에 언제까지 눈감나 [기로에 선 신자유주의]GDP는 10배, 노동자 연봉은 4만5000달러 내수키워 무역의존도 10%P 낮추자 윤증현 기획재정부 장관-1 4월 취업자 -18만8천명..급락 진정(종합) 한국 1인당 국민소득 세계 48위 2007년 한국 GDP 세계 14위…올해 16위 전망 2007년 우리나라 경제규모 세계 14위 [사설] 한국 GDP 순위 세계 20위권 밖으로 밀릴라 '프리터족', 늙어간다 윤증현 ""부동산 급등시 대출규제 강화"" OECD회원국 중 한국만 GDP 증가 ‘지상 낙원’ 일까 ‘독재 지옥’ 일까 덕이지구 `신동아 파밀리에` 경의선 복선화로 용산 30분 비스티온, 결국 파산 보호 신청",1.0625
09-Jun,3.8,"24,148",98.5,100.4,77.0,99.4,81.9,68.6,83.79,"59,530.30","1,501,898.30",128.57,113.92,"32,210","4,064.70",72.3,"364,474.00",85.1,60.0,62.3,"28,422,416",76.7,65.8,0.166,108.0,76.7,76.8,110.6,81.6,0.125,85.13,91.75,"1,925,418.10","2,382,701.80",2.96,5.47,"708,486.90","947,207.90","1,390.07",485.15,117.47,63.54,"25,689","6,521",-0.4,"4,747.80",1.7,-0.3,70.8,-0.7,-1.2,"736,347.10",1.4,한국은행 기준금리를 현 수준에서 유지하기로 하였음 붙임 참조 통화정책방향 부동산가격은 소폭의 상승세를 보임 금융시장에서는 최근의 경기 및,"한국 '호랑이 혈통' 국제적 인정 [사설]지금은 공공요금 올릴 때 아니다 삼성硏 ""하반기 물가 2%대 안정세"" 암치료 직.간접 비용 연간 14조원(종합) 뉴욕 개장초 혼조..고용 엇갈린 해석 경제흐름의 바로미터`플레이션` 국가간 물가 비교 ‘신라면 지수’ 아시나요 [fn사설] 가계·기업 부채 증가세，대책 필요하다 “자통법, 넌 누구냐!” 소비물가, 생산자물가보다 9배 상승 [수도권] 인천시 높은 실업률 '공장매각'에 고심 [사설] 주택대출 부실위험 미리 막는게 옳다 [fn사설] 주택담보대출 규제 다시 강화해야 5만원권 왜 발행하나 5만원권, 물가 상승 부추길까? 검은 돈 늘까? 정병이 관음보살을 만났을 때 OECD, 한국실업률 최저 수준 매년 사회갈등 비용 'GDP의 27%' 까먹었다 관음보살의 물병이 속세에 내려왔네 일자리 없는 ‘청년니트족’ 113만명 달해 정부 올해 성장률 전망 -1.5%로 상향 남북한 경제성장률 환란 후 첫 역전 북한 경제수준, 베트남보다 높다? 남북 경제성장률 10년만에 역전 OECD ""한국 2011~2017년 경제성장률 3위"" [데스크 칼럼] 한 번은 비극, 또 한 번은 희극?",1.0769230769230769
09-Jul,3.7,"24,006",98.6,100.6,78.0,100.5,79.5,62.8,84.09,"59,420.20","1,512,822.50",129.49,110.42,"31,908","1,987.70",71.3,"373,199.10",86.1,59.5,61.8,"28,500,100",76.9,66.0,0.206,110.0,77.8,77.8,111.1,80.8,0.125,85.5,92.8,"1,940,223.00","2,392,087.50",2.92,5.53,"701,552.30","950,708.70","1,557.29",504.35,117.44,64.7,"27,680","4,228",-2.4,-555.5,0.2,1.2,66.0,1.4,-1.6,"754,189.60",3.1,통화정책방향 까지 한국은행 기준금리를 현 수준에서 유지하기로 하였음 붙임 부동산시장은 소폭의 상승세가 지속되었음 통화정책은 당분간 완화기조를 유지하는 데 주 안점을 두고 운용해 나갈 것임,"[경제 ABC] 소득의 명목가치와 실질가치 OECD ""한국, 경기부양에 가장 적극적"" ""車 세금 감면 2분기 GDP 0.5%P 견인"" 한은 하반기 경제전망치 상향조정폭 관심 2008년 주요국 명목 GDP 순위 韓경제 세계 15위..5년새 4단계 추락 40대 여성 경제활동 ‘최고’ 한국 GDP순위 갈수록 뒷걸음… 호(濠)에 뒤져 15위 - 조선비즈 한국경제 세계15위로 ‘뒷걸음질’ 런던 물가 3위서 16위로…도쿄ㆍ오사카ㆍ홍콩 상위권 주택담보인정비율 60%서 50%로 축소 [사설] 부활한 부동산투기, 더 강력하게 대처해야 1인당 GDP 추락…혹독한 환율 효과 “한국 남녀임금 격차, OECD 나라중 가장 커” 수출입물가 석달만에 동반 상승 6월 수출입물가 다시 상승 ""中 2분기 GDP 성장률 7.9%"" 러시아 GDP성장률 90년대이후 최악 잠재성장률 어떻게 계산하나? 한국 고용률 하위권…低실업국 무색 스웨덴의 복지국가에 관한 오해 [기로에 선 신자유주의]고용기적이룬 네덜란드식 유연안정성 모델",1.2272727272727273
09-Aug,3.7,"23,797",98.7,100.7,81.0,109.0,77.0,59.2,84.38,"60,570.30","1,524,879.70",129.76,111.0,"28,950","1,169.60",71.3,"373,199.10",86.1,59.0,61.2,"27,331,757",77.1,66.3,0.363,118.0,73.6,73.3,102.3,80.1,0.125,85.95,93.33,"1,956,130.60","2,398,912.60",3.07,5.61,"717,468.90","956,229.60","1,591.85",514.7,119.86,59.97,"27,408","1,542",-14.4,"2,434.80",1.8,1.1,65.7,1.4,-1.6,"754,189.60",3.1,한국은행 기준금리를 현 수준에서 유지하기로 하였음 붙임 참조 통화정책방향 부동산가격은 계속 상승세가 지속되었음 통화정책은 당분간 완화기조를 유지해 나갈 것임 경기 및,"‘GDP 세계 8위’ 美 캘리포니아주 왜 몰락하나 [사설] 늦기 전에 부동산 규제책 더 강화해야 보좌관 석방 요구하는 이정희 의원 유럽증시 美실업률 소식에 이틀째 상승 집값 2006년 수준 육박… ‘돈줄’ 더 죈다 [사설] 윤증현 장관의 잘못된 부동산 인식 [사설] 주택시장 규제 어느 장단에 맞춰야 하나 [심층분석] 실업률 대신 고용률을 '고용시장 대표지표'로 삼아야 中 GDP 통계 `무원칙' 인정 中건국 60년..6대 지표로 본 경제발전상 황태자 김지석, 이창호를 넘다! 국제신문 서울 7월 실업률 4.8% 전국 최고 日 사상최악 실업률 굵직한 지표 줄줄이 발표… 美고용·韓 물가 주목 日 실업률, 정권 교체 원해",1.3125
09-Sep,3.3,"23,983",98.9,100.9,84.0,110.6,85.0,69.6,84.46,"59,650.30","1,535,279.80",127.41,109.08,"33,922","2,197.60",71.3,"373,199.10",86.1,59.4,61.4,"28,868,890",77.7,67.3,0.305,118.0,83.3,83.8,116.5,83.4,0.125,86.03,93.42,"1,972,408.50","2,426,063.90",3.33,5.82,"735,366.30","958,578.10","1,673.14",505.94,117.54,66.7,"29,757","4,165",-7.4,"1,745.80",-2.4,0.9,73.5,1.4,-1.6,"754,189.60",3.1,금융통화위원회는까지 한국은행 기준금리를 현 수준에서 유지 하여 통화정책을 운용하기로 하 부동산가격은 오름세를 지속하였음 금융시장에서 주택담보대출이 큰 폭의 증가 통화정책은 당분간 금융완화기조를 유지해 나갈 것임 앞으로 통화,"“물가도 못잡나” 말했다가 징역5년 “규제풀 때는 언제고… 또” 부동산시장 혼란 실질 국민총소득 증가율 21년만에 최고 ‘통계착시’ 따른 깜짝성장… 안심은 일러 기생충 '연가시', 곤충들 물가로 투신자살 '유도' [사설] DTI 규제만으로 집값 잡을 수 있을까 교육비 부담률ㆍ대학 등록금 세계 최고 국내 대학 등록금 일본 제치고 OECD '2위' 식료품 소비자 물가 상승률 [크로스미디어] '잃어버린 10년(1990년대 장기 불황)' 때보다 더 춥다 전기.수도 원가정보 내년부터 공개(종합) MB, 남대문시장 구름 인파에…입이 벌어지다 인천에 1만5천여가구 10월까지 공급 기준금리 2%… 7개월째 제자리(상보) 휘트니 한마디에 골드만삭스 `연중최고` - 조선비즈 실질금리 마이너스 시대 졸업…7월 0.9% 부평산곡 푸르지오 견본주택 이틀만에 1만명 울산시 추석물가 집중단속 추석 장바구니 물가 '들썩'..충남도, 대책 추진 [사설] 위기 부르는 금융감독 사각지대 아직 많다 아자이 카푸르,""극단의 강세장..움직일 때"" 여성 경제활동참가율 OECD 최하위권 통합한국 2050년 日ㆍ獨ㆍ佛 추월 ""통일한국 GDP 2050년 美제외 G7 웃돌 것""(종합) “통일한국, 2050년께 일·독 경제규모 추월” 의향서만 냈는데... 효성 '하이닉스 딜레마' [화제뉴스] 초인플레이션 짐바브웨, 돈 없애고 안정 外 [화제의 뉴스] ‘2억 인플레’ 짐바브웨…화폐 포기 “추석연휴엔 20~30대 교통사고 조심해야” “추석연휴에 난 ‘미드’ 본다” [목포세관] 추석 물가점검 및 민생 애로사항 파악 [도쿄저널] 90년대 디플레 악몽 재현? 물가하락, 다시 일본 강타",1.125
09-Oct,3.2,"24,038",99.1,101.5,88.0,113.3,80.3,64.2,84.23,"63,681.70","1,551,319.50",123.54,108.91,"33,970","2,512.20",78.0,"392,783.90",85.0,59.4,61.4,"28,062,837",78.0,67.7,0.296,123.0,80.0,80.2,111.4,81.7,0.125,85.65,92.67,"1,990,372.50","2,449,114.10",3.51,5.88,"740,219.10","958,048.50","1,580.69",486.46,116.25,66.29,"30,397","3,573",-7.3,"4,525.30",0.9,0.2,70.6,4.4,1.4,"775,985.30",0.7,한국은행 기준금리를 현 수준에서 유지하기로 하였음 붙임 참조 통화정책방향 통화정책은 당분간 완화기조를 유지해 나갈 것임 금융시장에서는 부동산가격,"한국 실업률 -고용률 격차 OECD 회원국 중 가장 커 미(美)가 평가하는 중(中) 경제… 성장 용틀임 계속할까 재정부 ""4분기 물가 2%대 안정 예상"" 수성구 미분양 아파트 상담 늘었다 DTI규제 한달, 주택대출 '풍선효과' 뚜렷 [부동산따라잡기] 강남 재건축아파트 거래 올스톱 [Asia오전]호주 고용시장 호재…상승 [문답풀이]""DTI 규제 확대, 9일 하루 비었다"" [경제교과서 친구만들기] (32) 필립스곡선 2050년 1인당 GDP 세계 2위, 한국 하기에 달렸다 ""내년 한국 경제성장률 4% 안팎… 선진국은 '더블 딥' 가능성"" 광주.전남 9월 고용시장 '훈풍' ""대구 실업률 16개 시.도 가운데 최고"" ""한.EU FTA, 한.미 FTA 버금가는 효과"" ""환율 10%오르면 소비자물가 0.8%P↑"" ""집값 올랐어요?"" 전화통 터지는 '은마'복덕방 한달새 서울재건축 1445억원 '증발' 인천지역 실업자 1년새 25% 늘었다 청약 열풍속 ‘고분양가’ 주의보! 투자 내년에 시작..그러나 약하다 숫자로 들여다본 여행② 빅맥 지수 장애인 고용 안하는 이유 '근무중 안전 우려' GDP대비 설비투자 사상 최악 '강한 회복' 中, 통화정책 조정 나서나? 중국 : 경기호전 + 물가압력 점증 = 출구전략 조기화...유진투자증권 3분기 GDP 전기比 2.9% 성장…7년반來 최고 3분기 GDP 7년 2분기만 최고..내수 주도 성장 분석(종합) 생필품값 이상한 오름세..당국 담합 조사 ‘삶의 질’ 포함된 새 지표로 GDP 보완 금융硏 ""내년 경제성장률 4.4%"" 신종플루, GDP에 부정적 영향? 신종플루，경제까지 감염시키나… “최악 경우 성장률 7.8% 하락” 미국 경제성장률 추이 GDP란 낡은 개념 버려라…행복은 GDP순이 아니다 美 3.4분기 GDP성장률 3.5% (종합2보)",1.0857142857142856
09-Nov,3.3,"23,983",99.1,102.1,85.0,109.7,81.8,70.8,84.38,"61,154.50","1,564,175.80",123.83,107.12,"33,992","3,013.80",78.0,"392,783.90",85.0,59.2,61.3,"29,045,903",78.2,68.1,0.299,118.0,81.7,81.5,113.0,81.7,0.125,85.65,92.99,"2,000,503.60","2,470,161.90",3.54,5.87,"747,499.50","963,885.10","1,555.60",464.32,118.49,65.0,"29,535","4,457",-9.4,"3,929.40",0.8,0.4,67.4,4.4,1.4,"775,985.30",0.7,한국은행 기준금리를 현 수준에서 유지하기로 하였음 붙임 참조 통화정책방향 통화정책은 당분간 완화기조를 유지해 나갈 것임 부동산시장에서는 금융시장,"[아하! 경제뉴스]정부, 국민행복지수 왜 만드나요 도내 미분양 주택 2006년 이후 최저 마침내 10% 돌파한 美 실업률, 고삐풀렸나? 美 26년만에 실업률 10% 돌파(종합) [개장전]이제는 美증시와 커플링될까 '랜드마크' 주상복합아파트가 몰려온다 한은 ""부동산값 오름세.주택대출 주춤"" DTI 확대 2개월, '무풍지대' 어디? 간질환자, 일반인보다 미혼률 2.6배 높아 덴마크 ‘해고 자유’ 있지만 실업급여 최대 4년 2010~2012 물가목표 3±1.0%로 가닥(종합2보) 한은 ""2010~2012년 물가목표는 3±1.0%P"" Citylife 제204호(09.12.01일자) 이주의 핫 클릭 가계빚 700조 돌파..가구당 4천213만원 실업률 낮은 한국, 고용률 꼴찌 왜? 교육 수준은 G20 국가중 최고…사회통합은 신흥국보다도 낮아 [매경 TEST] GDP는 나라경제 규모 나타내지만 [박유연 기자의 경제이야기] 해외소비가 GDP를 늘린다? 中, 1인당GDP 2200달러 올해 명목 GDP, 1조달러 넘을듯 성장률 2%대 떨어지면 어떤 일이 벌어질까 한국 경제규모 세계15위 제자리 성장률 `前期대비`가 중요해진 이유 [경제교실] 이명박 대통령 당선인 `7% 성장` 공약 지켜지면… 월가 1년 손실 캐나다GDP 맞먹어 아르헨티나 지표조작에 IMF `불신임` 결정 G10 넘봤던 한국경제 위상 6년째 뒷걸음 中 성장 올해 정점치고 내년부터 둔화 中 개혁ㆍ개방 30년 ""先行先試"" 선전의 `나비효과` [마이너스 물가 시대 ①] 저성장보다 무섭다는 저물가…한국도 `잃어버린 20년` 오나 물가 공포…2011년 4% 올라 거품 낀 소비자물가…실제보다 0.7%P 높게 측정 일본 물가상승률 15년만에 최고 물폭탄 맞은 물가 ""이른 추석이 무섭다"" 터키 물가상승 확 줄어든게 6.9% [경제신문은 내친구] 물가는 왜 오르고 내리는 건가요 [통계 속 세상] 연 물가상승률은 목표치 이내 화폐개혁도 안통하는 베네수엘라 경제…50일새 물가 5배 폭등 물가 비싼 도시, 도쿄 세계 1위 노영현 한국물가정보 회장, `글로벌 CEO 대상` 수상 베트남 물가 작년 12% 급등 [세계 여행 물가지수] 여행물가 비싼도시 뉴욕·런던·파리 順…가장 싼곳은 방콕 중동국가 페그제 폐지 검토하는 이유는 [경제교실] 유가, 배럴당 100달러 육박…왜 계속 오를까 [정글경제의 원리] 금은 언제 가장 반짝일까? 디플레이션 공포…유럽을 침몰시키나 젊은이 절반이 백수인 스페인…한국도 남의 일 아니다 `듣보잡` 창출…전공·일자리 미스매치 풀 열쇠 유럽 `단일경제` 구상 흔들린다 ""장기실업자, 경기보다 구조적 실업과 밀접…정책대응 한계"" 탈북자 세명 중 한명 한달 100만원 못벌어 경기 호황과 불황은 왜 계속 반복될까? 최악 청년실업…계절학기 몰리는 대학 1·2학년생 ""일할 사람 없나요"" 정규직 일자리도 남아도는 日 경기도 부채비율 서울시의 8배 한국기업 단기차입금 비율 높다 ""아파트보다 상가·오피스 투자하겠다"" 1300명 설문조사 지방공항 남발한 日은 구조조정 진땀 [재테크 컨설팅] 30대 사장의 연말 포트폴리오 조정 50대 위한 주택 역모기지론 나온다 동양그룹, 보고펀드에 생명지분 46% 9천억에 매각",1.3278688524590163
